,invitation_code,qt1,qt2,qt3,qt4,qt5,qf1,qf2,qf3,qf4,qd1,qd2,qd3,qd4,qb1,qb2,qb3,qb4,qb5,qp1,qp2,qp3,qp4,qc1,qc2,qc3,qc4,cz,sdr,cf,ep,er,education_name,gender_name,stage_name,study,responsibility_name,stage_work_resp,industry_name,no_emp,age_name,country_name,area,Trust,Resilience,Diversity,Belief,Perfection,Collaboration,Comfort Zone,Innovation Zone,BII Score,school_name,before_after
147,post-bmoe-f19-2,4,4,4,2,2,5,5,5,5,5,5,3,4,4,4,4,4,4,4,3,5,3,5,5,5,5,3,4,3,5,3,Some College,Male,Still in school,Business Management & Adminsistration,,,,,Under 29,United States of America (USA),1.0,7.299999999999999,10.0,8.03125,7.75,2.40625,10.0,7.0,7.15,7.519642857142856,CAL,After
148,post-bmoe-f19-2,4,3,4,2,2,4,4,4,4,4,3,4,5,5,5,4,4,4,3,4,2,4,4,4,4,4,2,4,3,3,4,Some College,Male,Still in school,"Science, Technology, Engineering & Mathematics",,,,,Under 29,United States of America (USA),94704.0,7.524999999999999,7.75,7.1875,8.575,7.46875,7.75,4.0,4.75,7.286607142857143,CAL,After
149,post-bmoe-f19-2,4,4,4,4,3,4,4,4,4,4,4,4,3,4,5,4,4,4,2,4,4,4,3,4,4,4,2,4,4,4,3,Bachelor's Degree,Male,Still in school,"Science, Technology, Engineering & Mathematics",,,,,Under 29,United States of America (USA),94704.0,5.5,7.75,7.46875,8.35,4.9375,7.46875,4.0,4.75,6.603571428571429,CAL,After
150,post-bmoe-f19-2,4,3,3,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,5,5,4,5,2,4,3,3,2,Bachelor's Degree,Male,Still in school,"Science, Technology, Engineering & Mathematics",,,,,Under 29,United States of America (USA),1408.0,5.5,6.90625,7.75,7.75,4.9375,9.71875,4.0,4.75,6.758928571428571,CAL,After
151,post-bmoe-f19-2,4,4,5,2,2,4,4,3,5,5,4,5,5,4,4,4,4,4,4,4,3,4,4,5,4,4,2,4,4,3,3,Bachelor's Degree,Male,Still in school,"Science, Technology, Engineering & Mathematics",,,,,Under 29,United States of America (USA),94704.0,7.524999999999999,7.1875,9.15625,7.75,5.78125,8.03125,4.0,4.75,7.16875,CAL,After
152,post-bmoe-f19-2,3,3,3,4,3,5,4,5,4,3,4,4,4,4,4,4,4,4,4,4,4,2,2,3,5,4,4,5,3,5,3,Some College,Male,Still in school,Business Management & Adminsistration,,,,,Under 29,United States of America (USA),94707.0,4.9,8.875,7.46875,7.75,3.8125,7.1875,10.0,10.0,7.141964285714286,CAL,After
153,post-bmoe-f19-2,4,2,3,4,3,5,5,5,5,2,3,4,4,2,2,3,3,4,1,2,1,2,4,4,4,4,2,3,5,4,2,Bachelor's Degree,,,,,,,,,nan,,5.725000000000001,10.0,6.34375,5.275,8.3125,7.75,4.0,4.300000000000001,6.815178571428572,Unknown,After
154,post-bmoe-f19-2,2,4,4,4,1,5,4,3,5,5,2,3,4,2,4,3,1,4,3,2,4,1,4,4,4,4,2,2,4,3,1,Bachelor's Degree,Male,Still in school,"Science, Technology, Engineering & Mathematics",,,,,Under 29,United States of America (USA),98195.0,5.5,7.46875,5.5,6.025,3.25,7.75,4.0,3.85,5.620535714285714,CAL,After
155,post-bmoe-f19-2,1,5,1,2,5,5,5,3,5,5,2,5,3,3,4,3,4,2,3,1,5,1,4,5,4,4,3,5,2,1,1,Some College,Male,Still in school,Finance,,,,,29 to 40,United States of America (USA),510.0,2.8,8.3125,6.90625,5.7250000000000005,1.5625,8.03125,7.0,7.6000000000000005,5.848214285714286,CAL,After
156,post-bmoe-f19-2,4,4,4,3,2,4,4,4,4,5,4,5,5,5,5,5,5,4,5,4,4,3,5,5,4,5,3,4,3,4,4,Some College,Female,Still in school,Business Management & Adminsistration,,,,,Under 29,United States of America (USA),92011.0,6.699999999999999,7.75,9.15625,9.4,3.8125,9.71875,7.0,7.15,7.669642857142857,CAL,After
157,post-bmoe-f19-2,4,4,2,4,2,5,5,5,5,5,5,5,5,4,5,4,5,5,2,5,2,4,5,5,5,5,3,5,2,4,5,Bachelor's Degree,Female,Recently started career,,Employee (Hourly or Salaried),Entry Level,"Arts, Entertainment, and Recreation",15.0,Under 29,Malaysia,40460.0,5.6499999999999995,10.0,10.0,9.174999999999999,8.03125,10.0,7.0,7.6000000000000005,8.636607142857143,Unknown,After
158,post-bmoe-f19-2,5,2,5,2,2,5,5,4,4,5,5,5,5,5,5,4,4,3,3,4,2,4,4,4,3,4,2,4,4,4,3,Some College,Female,Still in school,Business Management & Adminsistration,,,,,Under 29,United States of America (USA),95630.0,8.575,8.875,10.0,7.975,7.46875,7.46875,4.0,4.75,7.873214285714285,CAL,After
159,post-bmoe-f19-2,5,4,4,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,2,3,5,5,5,5,2,5,3,5,5,Bachelor's Degree,Female,Still in school,Business Management & Adminsistration,,,,,Under 29,United States of America (USA),917734421.0,7.899999999999999,10.0,10.0,10.0,7.1875,10.0,4.0,5.2,8.6125,CAL,After
160,post-bmoe-f19-2,4,5,2,3,2,5,5,5,5,4,5,5,4,4,5,4,5,4,4,3,3,5,5,4,3,2,2,5,3,4,4,Bachelor's Degree,Female,Still in school,Finance,,,,,Under 29,United States of America (USA),95123.0,6.025,10.0,9.4375,8.575,5.78125,4.9375,4.0,5.2,7.136607142857143,CAL,After
161,post-bmoe-f19-2,4,3,4,2,2,5,5,4,5,5,4,5,5,4,4,4,4,4,3,4,2,3,5,5,5,5,2,4,3,5,4,Bachelor's Degree,Male,Still in school,Business Management & Adminsistration,,,,,Under 29,United States of America (USA),510.0,7.524999999999999,9.15625,9.15625,7.75,7.1875,10.0,4.0,4.75,7.932142857142857,Unknown,After
162,post-bmoe-f19-2,5,1,5,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,1,3,5,5,5,5,4,5,5,5,5,Bachelor's Degree,Female,Still in school,"Science, Technology, Engineering & Mathematics",,,,,Under 29,United States of America (USA),94704.0,8.799999999999999,10.0,10.0,10.0,9.4375,10.0,10.0,10.0,9.748214285714285,CAL,After
163,post-bmoe-f19-2,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,,,,,,,,,,nan,,6.699999999999999,7.75,7.75,7.75,4.375,7.75,4.0,4.75,6.689285714285715,Unknown,After
164,post-bmoe-f19-2,4,2,4,3,2,5,4,3,5,4,2,4,5,4,4,4,3,3,4,4,2,2,5,4,4,4,3,4,2,5,3,Bachelor's Degree,Male,Recently started career,,Owner (or Self-Employed),,"Professional, Scientific, and Technical Services",4.0,Under 29,Malaysia,60.0,7.15,7.46875,6.34375,6.924999999999999,6.625,8.03125,7.0,7.15,7.099107142857142,Unknown,After
165,post-bmoe-f19-2,4,3,4,2,1,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,Some College,Male,Still in school,"Science, Technology, Engineering & Mathematics",,,,,Under 29,United States of America (USA),95014.0,8.124999999999998,6.90625,7.75,7.75,4.375,7.75,4.0,4.75,6.772321428571429,CAL,After
166,post-bmoe-f19-2,2,4,4,4,1,5,5,2,5,5,5,5,5,5,5,5,5,5,4,4,2,3,5,5,5,4,2,4,4,5,4,Some College,Female,Still in school,Business Management & Adminsistration,,,,,Under 29,United States of America (USA),94704.0,5.5,7.46875,10.0,10.0,6.90625,8.59375,4.0,4.75,7.602678571428571,CAL,After
167,post-bmoe-f19-2,3,4,3,3,3,4,2,3,5,4,4,4,4,3,4,3,4,3,4,4,3,3,4,5,4,4,2,4,2,2,2,Some College,Female,Still in school,Business Management & Adminsistration,,,,,Under 29,United States of America (USA),95116.0,5.275,5.5,7.75,6.325000000000001,5.5,8.03125,4.0,4.75,6.161607142857143,CAL,After
168,post-bmoe-f19-2,4,2,5,1,2,4,4,3,5,5,5,4,4,4,4,3,4,5,3,4,4,2,4,5,2,4,2,5,3,2,3,Bachelor's Degree,Female,Still in school,Finance,,,,,Under 29,United States of America (USA),94704.0,8.575,7.1875,8.875,7.75,4.09375,7.46875,4.0,5.2,7.021428571428572,CAL,After
169,post-bmoe-f19-2,4,2,4,3,1,4,4,4,5,5,3,4,5,3,4,4,3,4,3,4,2,2,4,5,5,4,1,3,4,3,2,Some College,Female,Still in school,"Science, Technology, Engineering & Mathematics",,,,,Under 29,United States of America (USA),94704.0,7.75,8.03125,7.46875,7.299999999999999,6.90625,8.3125,1.0,1.9000000000000001,6.809821428571428,CAL,After
170,post-bmoe-f19-2,4,3,4,2,3,4,4,4,5,5,3,3,5,4,4,4,3,4,2,2,2,4,5,5,4,4,2,4,3,3,3,Bachelor's Degree,Female,Still in school,"Health, Medical, & Social Sciences/Services",,,,,Under 29,United States of America (USA),916.0,6.924999999999999,8.03125,6.625,7.524999999999999,7.1875,8.3125,4.0,4.75,7.050892857142856,CAL,After
171,post-bmoe-f19-2,4,4,4,4,2,5,5,4,5,5,5,4,5,4,4,4,4,5,4,2,1,4,4,4,3,3,2,5,3,5,4,Bachelor's Degree,Male,Still in school,Business Management & Adminsistration,,,,,Under 29,United States of America (USA),510.0,6.1,9.15625,9.15625,8.35,8.03125,6.0625,4.0,5.2,7.4366071428571425,CAL,After
172,post-bmoe-f19-2,5,1,4,4,2,5,5,4,5,5,4,4,5,4,4,5,3,4,2,2,2,4,4,5,5,4,2,4,4,5,2,Bachelor's Degree,Male,Still in school,"Science, Technology, Engineering & Mathematics",,,,,Under 29,United States of America (USA),,7.375,9.15625,8.3125,8.124999999999998,7.1875,8.3125,4.0,4.75,7.602678571428571,CAL,After
173,post-bmoe-f19-2,4,3,4,2,3,4,4,2,5,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,2,5,3,5,4,Some College,Female,Still in school,"Science, Technology, Engineering & Mathematics",,,,,Under 29,United States of America (USA),92880.0,6.924999999999999,6.34375,8.3125,7.75,4.375,7.75,4.0,5.2,6.665178571428571,CAL,After
174,post-bmoe-f19-2,4,5,5,2,2,5,5,5,5,2,3,5,5,5,5,5,5,3,5,5,1,3,5,5,5,4,4,5,4,5,5,Some College,Male,Still in school,Business Management & Adminsistration,,,,,Under 29,United States of America (USA),408.0,7.299999999999999,10.0,7.46875,8.8,8.3125,8.59375,10.0,10.0,8.639285714285714,CAL,After
175,post-bmoe-f19-2,4,5,5,2,1,5,5,4,5,5,2,5,5,4,2,2,2,5,4,5,1,4,5,4,5,4,3,4,3,3,1,Some College,Female,Still in school,Arts & Humanities,,,,,Under 29,United States of America (USA),94080.0,7.899999999999999,9.15625,7.46875,5.5,8.875,8.3125,7.0,7.15,7.766071428571428,CAL,After
176,post-bmoe-f19-2,2,3,4,2,2,2,4,4,4,5,5,4,5,4,5,4,4,4,3,4,3,4,4,5,4,4,2,4,3,4,3,Bachelor's Degree,Female,Still in school,"Science, Technology, Engineering & Mathematics",,,,,Under 29,United States of America (USA),94704.0,6.324999999999999,7.1875,9.15625,8.35,6.0625,8.03125,4.0,4.75,7.123214285714285,CAL,After
177,post-bmoe-f19-2,4,2,3,1,2,5,5,4,5,5,4,4,3,5,3,4,3,3,4,4,3,2,5,4,3,3,2,4,2,5,4,Bachelor's Degree,Male,Recently started career,,Owner (or Self-Employed),,Accommodation and Food Services,1.0,Under 29,United States of America (USA),408.0,8.125,9.15625,7.75,6.550000000000001,5.21875,6.34375,4.0,4.75,6.841964285714285,CAL,After
178,post-bmoe-f19-2,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,2,1,5,5,5,5,3,4,3,5,4,Some College,Male,Still in school,"Science, Technology, Engineering & Mathematics",,,,,Under 29,Kenya,94720.0,6.1,10.0,10.0,10.0,5.78125,10.0,7.0,7.15,8.433035714285714,CAL,After
179,post-bmoe-f19-2,4,2,4,2,2,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,2,2,4,4,4,4,2,4,3,4,3,Some College,Male,Still in school,Business Management & Adminsistration,,,,,Under 29,United States of America (USA),94704.0,7.75,10.0,10.0,9.174999999999999,6.625,7.75,4.0,4.75,8.007142857142856,CAL,After
180,post-bmoe-f19-2,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,Bachelor's Degree,Male,Still in school,"Science, Technology, Engineering & Mathematics",,,,,Under 29,United States of America (USA),95133.0,6.699999999999999,10.0,10.0,10.0,3.25,10.0,7.0,7.6000000000000005,8.221428571428572,CAL,After
181,post-bmoe-f19-2,4,2,4,4,1,4,4,4,5,5,3,4,5,4,4,3,4,4,2,5,1,4,4,4,4,4,1,5,3,2,3,Bachelor's Degree,Female,Still in school,"Science, Technology, Engineering & Mathematics",,,,,Under 29,United States of America (USA),94539.0,7.15,8.03125,7.46875,7.15,9.4375,7.75,1.0,2.8,7.1125,CAL,After
182,post-bmoe-f19-2,4,2,5,3,2,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,3,2,4,3,5,5,Bachelor's Degree,Male,Still in school,"Science, Technology, Engineering & Mathematics",,,,,Under 29,United States of America (USA),94704.0,7.375,7.75,10.0,10.0,3.25,6.34375,4.0,4.75,7.066964285714286,CAL,After
183,post-bmoe-f19-2,5,1,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,1,5,5,5,5,5,4,5,3,5,3,Bachelor's Degree,Male,Still in school,"Science, Technology, Engineering & Mathematics",,,,,Under 29,United States of America (USA),94709.0,9.999999999999998,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,CAL,After
184,post-bmoe-f19-2,5,1,4,3,1,5,4,3,4,5,4,5,4,4,4,5,5,5,4,4,4,5,4,4,5,5,2,4,4,4,3,Bachelor's Degree,Male,Still in school,Business Management & Adminsistration,,,,,Under 29,United States of America (USA),94608.0,8.575,7.1875,8.875,9.174999999999999,4.65625,9.4375,4.0,4.75,7.522321428571429,CAL,After
185,post-bmoe-f19-2,4,3,5,4,1,5,5,4,5,4,4,4,5,5,4,4,2,4,4,5,2,4,4,4,3,2,3,4,4,5,4,Bachelor's Degree,Male,Still in school,Business Management & Adminsistration,,,,,Under 29,Finland,,7.15,9.15625,8.03125,7.525,7.46875,4.65625,7.0,7.15,7.305357142857142,Unknown,After
186,post-bmoe-f19-2,4,3,3,2,3,3,4,3,2,5,4,3,2,4,4,3,3,4,5,4,3,4,2,3,2,2,2,4,2,3,5,Some College,Male,Still in school,"Science, Technology, Engineering & Mathematics",,,,,Under 29,United States of America (USA),94704.0,6.699999999999999,6.0625,6.625,6.924999999999999,5.5,3.53125,4.0,4.75,5.727678571428571,Unknown,After
187,post-bmoe-f19-2,4,4,4,5,2,5,5,3,5,5,4,4,5,4,5,3,4,3,2,3,4,3,5,5,5,4,2,4,3,4,5,Some College,Male,Still in school,"Science, Technology, Engineering & Mathematics",,,,,Under 29,United States of America (USA),94704.0,5.5,8.3125,8.3125,7.15,4.375,8.59375,4.0,4.75,6.713392857142857,CAL,After
188,post-bmoe-f19-2,4,4,4,5,2,5,4,5,4,5,4,4,5,3,3,5,3,5,4,3,5,5,4,5,4,3,1,4,5,4,3,Some College,Male,Still in school,"Science, Technology, Engineering & Mathematics",,,,,Under 29,"Korea, Democratic Republic of (North Korea)",82.0,5.5,8.875,8.3125,7.899999999999999,2.96875,6.625,1.0,2.35,6.075892857142857,Unknown,After
189,post-bmoe-f19-2,3,2,4,4,2,5,5,3,5,5,4,4,5,2,3,3,3,3,3,2,2,4,4,4,4,4,2,4,2,3,1,Bachelor's Degree,Female,Still in school,Business Management & Adminsistration,,,,,Under 29,United States of America (USA),94506.0,5.95,8.3125,8.3125,5.275,6.90625,7.75,4.0,4.75,6.7508928571428575,CAL,After
